     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
    377141,       433,         0,   119.8,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377088,       419,         0,   117.0,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377042,       471,         0,   119.2,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377145,       417,         0,   119.8,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377340,       455,         0,   120.3,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377485,       467,         0,   119.2,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377476,       444,         0,   119.7,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377485,       386,         0,   122.6,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377736,       385,         0,   118.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377788,       446,         0,   119.9,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377790,       458,         0,   119.0,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377751,       430,         0,   118.4,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377807,       433,         0,   119.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377823,       422,         0,   120.0,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377621,       451,         0,   121.4,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377735,       410,         0,   117.3,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377747,       435,         0,   120.0,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377815,       453,         0,   120.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377927,       467,         0,   119.4,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377960,       418,         0,   120.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377955,       443,         0,   120.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377859,       427,         0,   123.0,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    378027,       423,         0,   120.0,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    378024,       450,         0,   122.2,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377990,       407,         0,   122.6,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    378024,       385,         0,   123.7,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377995,       427,         0,   122.7,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377965,       446,         0,   122.8,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377791,       401,         0,   122.3,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377796,       423,         0,   118.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377679,       471,         0,   119.3,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377543,       420,         0,   119.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377358,       468,         0,   119.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377229,       433,         0,   118.9,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377097,       420,         0,   119.0,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377078,       438,         0,   119.1,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    376994,       386,         0,   120.2,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377123,       417,         0,   119.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377152,       409,         0,   120.4,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377177,       403,         0,   119.7,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377227,       432,         0,   119.6,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377273,       446,         0,   118.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377311,       400,         0,   119.6,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377299,       442,         0,   120.7,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377317,       425,         0,   119.8,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377298,       453,         0,   119.8,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377309,       431,         0,   119.3,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377323,       415,         0,   118.2,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377384,       424,         0,   120.7,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377400,       420,         0,   117.6,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377372,       434,         0,   120.2,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377378,       427,         0,   119.2,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377385,       453,         0,   119.6,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377412,       425,         0,   119.1,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377479,       442,         0,   118.6,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377451,       438,         0,   120.7,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377540,       421,         0,   119.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377530,       432,         0,   120.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377556,       449,         0,   119.2,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377569,       438,         0,   120.7,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377601,       411,         0,   118.0,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377648,       433,         0,   118.1,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377621,       441,         0,   121.7,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377639,       425,         0,   119.2,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377622,       442,         0,   120.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
    377648,       429,         0,   120.5,pymatching,60409474cf28059f065276e6bf4aa677f59092b2aef40c3df8e53809581f14b0,"{""d"":13,""eta"":1000,""memory"":""V"",""p"":0.003,""params"":{""afterCZ_bias_probability"":[0.003,1000],""after_clifford_depolarization"":0.003,""after_reset_flip_probability"":0.003,""before_measure_flip_probability"":0.003,""before_round_data_bias_probability"":[0.003,1000],""distance"":13,""rounds"":39}}",
